Area,SalePrice,Zoning,LotArea,Neighborhood,OverallQuality,OverallCondition,YearBuilt,YearRemodAdd,ExteriorQuality,ExteriorCondition,FullBath,HalfBath,Bedrooms,KitchenQuality,TotalRooms,MonthSold,YearSold
1636,255000,RL,13501,Somerset,8,5,2006,2006,4,3,2,0,3,4,8,6,2007
1795,147000,RL,9986,Somerset,8,5,2006,2007,4,3,2,0,2,4,7,2,2007
1528,235876,RL,9965,Somerset,7,5,2007,2007,4,3,3,2,3,4,6,9,2007
1726,311872,RL,9416,Somerset,7,5,2007,2007,5,3,2,0,3,5,8,9,2007
1689,248328,RL,9849,Somerset,7,6,2007,2007,4,3,2,0,3,4,7,6,2007
1588,227000,RL,10000,Somerset,8,5,2006,2006,4,3,2,0,3,4,7,12,2007
1538,260000,RL,8847,Somerset,8,5,2005,2005,4,3,2,0,3,4,7,12,2007
1496,225000,RL,9158,Somerset,8,5,2007,2007,4,3,2,0,3,4,7,6,2007
1506,249000,RL,8251,Somerset,7,5,2005,2006,4,3,2,0,3,4,7,4,2007
1694,307000,RL,10084,Somerset,8,5,2004,2005,4,3,2,0,3,4,7,8,2007
1977,250000,RL,9605,Somerset,7,5,2006,2006,4,3,2,1,3,4,7,7,2007
1830,221300,RL,8778,Somerset,8,5,2006,2006,4,3,2,1,3,4,7,3,2007
1100,146000,RL,7500,Sawyer West,6,5,2006,2007,3,3,1,1,3,3,6,6,2007
1143,147000,RL,7500,Sawyer West,7,5,2006,2006,4,3,1,1,3,4,5,10,2007
1094,149000,RL,12450,Sawyer West,5,5,2003,2004,4,3,1,0,3,4,6,5,2007
1486,181000,RL,7441,Sawyer West,7,5,2006,2006,4,3,2,0,3,4,7,6,2007
1721,201000,RL,8462,Sawyer West,6,5,1994,1994,4,4,2,1,3,4,7,7,2007
1820,191750,RL,11613,Sawyer West,6,5,1993,1997,4,3,2,1,3,4,7,5,2007
1349,179000,RL,8450,Sawyer West,7,5,2000,2001,3,3,2,0,3,3,6,12,2007
1494,215000,RL,16196,Sawyer West,7,5,1998,1998,4,3,2,0,3,4,5,8,2007
1575,179200,RL,8012,Sawyer West,6,5,1992,1992,4,3,2,0,2,4,5,7,2007
1266,128000,RL,8012,Sawyer West,6,5,1980,1980,3,3,1,1,2,3,5,7,2007
884,144000,RL,9180,Sawyer West,5,7,1983,1983,3,3,1,0,2,4,5,12,2007
2020,144000,RH,8400,Sawyer West,5,5,1977,1977,3,3,2,0,4,3,10,10,2007
894,120750,RL,6285,Sawyer,5,5,1977,1977,3,3,1,0,2,3,5,3,2007
970,132500,RL,8480,Sawyer,5,6,1963,1963,3,3,1,0,2,3,5,7,2007
1057,132000,RL,7420,Sawyer,5,5,1962,1962,3,3,1,0,3,3,6,4,2007
999,132500,RL,7758,Sawyer,5,7,1962,2001,3,4,1,0,3,4,6,3,2007
1120,129000,RL,6970,Sawyer,4,5,1961,1961,3,3,1,1,3,2,5,5,2007
1696,143900,RL,13673,Sawyer,5,5,1962,1962,3,4,1,1,3,3,8,3,2007
1040,145000,RL,7476,Sawyer,5,7,1968,1968,3,3,1,1,3,3,5,6,2007
988,128500,RL,9945,Sawyer,5,5,1961,1961,3,3,1,0,3,3,5,10,2007
902,125500,RL,6173,Sawyer,5,6,1967,1967,3,3,1,0,3,3,6,8,2007
2503,300000,RL,19522,Veenker,7,5,1990,1990,4,3,2,1,3,4,7,2,2007
2167,294000,RL,17542,Veenker,7,7,1974,2003,4,3,2,1,3,4,9,7,2007
1037,129000,RL,10751,Sawyer,5,5,1974,1974,3,3,1,0,2,3,5,8,2007
1701,171000,RL,16647,Sawyer,5,5,1975,1981,3,3,2,0,3,3,6,1,2007
1055,147000,RL,12712,Sawyer,6,7,1973,2006,3,3,1,0,2,4,5,1,2007
2810,302000,RL,9572,Northridge,8,5,1990,1990,4,3,2,1,4,4,9,6,2007
2872,285000,RL,10678,Northridge,8,5,1992,2000,4,3,2,1,4,4,9,4,2007
1494,279700,RL,9466,Veenker,8,5,1994,1995,4,3,1,1,1,4,5,5,2007
2362,255000,RL,12000,Veenker,7,6,1980,1980,4,3,2,1,3,4,8,3,2007
1432,194000,RL,16157,Veenker,5,7,1978,1978,3,3,1,1,2,4,5,6,2007
1437,218000,RL,10768,Veenker,5,8,1976,2004,4,4,2,0,3,4,6,7,2007
1295,213750,RL,3840,Greens,8,6,1978,1998,4,3,1,0,1,4,4,7,2007
1855,187000,RL,9600,Veenker,6,7,1976,1994,4,4,2,1,3,3,7,8,2007
1262,181500,RL,9600,Veenker,6,8,1976,1976,3,3,2,0,3,3,6,5,2007
2497,373000,RL,17778,Veenker,8,5,1981,1981,4,3,2,0,2,4,7,3,2007
2620,190000,RL,18890,Sawyer,5,5,1977,1977,3,3,2,2,4,3,12,8,2007
1152,143450,RL,11700,Northwest Ames,6,6,1968,1968,3,3,1,1,3,3,7,9,2007
2411,240050,RL,8000,Northwest Ames,6,6,1970,1970,3,3,2,1,4,3,8,6,2007
1082,162500,RL,8723,Northwest Ames,6,6,1969,1969,3,3,1,0,3,3,6,1,2007
1295,164000,RL,11700,Northwest Ames,6,5,1968,1968,3,3,1,1,3,3,6,4,2007
1610,185000,RL,11358,Northwest Ames,7,7,1972,1987,3,3,2,0,3,4,8,5,2007
1594,188500,RL,9547,Northwest Ames,7,6,1993,1993,3,3,2,0,2,4,6,7,2007
2075,255000,RL,10530,Northwest Ames,7,6,1993,1993,4,3,2,1,3,4,8,8,2007
1680,136905,RL,11500,Northwest Ames,5,6,1976,1976,3,3,2,0,4,3,8,6,2007
1093,158500,RL,10738,Northwest Ames,6,7,1966,1966,3,3,2,0,3,3,6,11,2007
1242,175500,RL,9600,Northwest Ames,7,6,1973,1973,3,3,1,1,3,3,6,9,2007
1052,127000,RL,10800,Northwest Ames,6,5,1963,1963,3,3,1,0,3,3,6,2,2007
1107,127000,RL,8050,Northwest Ames,5,6,1967,1993,3,3,1,0,3,4,5,3,2007
1214,143000,RL,10355,Northwest Ames,5,5,1967,1967,3,3,2,0,3,3,5,7,2007
1073,156000,RL,10289,Northwest Ames,5,7,1965,1965,3,3,1,1,3,3,6,6,2007
1344,144000,RL,9503,Northwest Ames,5,5,1958,1983,3,3,1,0,2,3,6,6,2007
1728,119000,RL,10624,Northwest Ames,5,4,1964,1964,3,3,2,0,6,3,10,11,2007
1224,103000,RL,10899,Northwest Ames,4,5,1964,1964,3,3,2,0,2,3,8,4,2007
1422,139900,RL,12342,Northwest Ames,5,5,1960,1978,3,3,1,0,3,3,6,8,2007
958,151500,RL,12772,Northwest Ames,6,8,1960,1998,3,4,1,0,2,3,5,4,2007
1065,126500,RL,8892,Northwest Ames,5,5,1960,1960,3,3,1,1,3,3,6,7,2007
1138,145000,RL,10482,Northwest Ames,6,8,1958,1958,3,4,1,0,3,3,6,6,2007
912,120000,RL,7535,Northwest Ames,5,7,1958,1985,3,3,1,0,2,3,5,6,2007
1074,124000,RL,7450,Northwest Ames,5,5,1956,1956,3,3,1,0,2,4,6,1,2007
882,106500,RL,8339,Northwest Ames,5,7,1959,1959,3,3,1,0,3,3,5,7,2007
1187,140500,RL,14357,Northwest Ames,5,5,1961,1961,3,3,1,0,2,3,6,8,2007
964,137500,RL,8243,Northwest Ames,5,7,1961,1961,3,4,1,0,3,3,5,2,2007
894,117600,RL,8680,Northwest Ames,5,7,1960,1960,3,3,1,0,3,3,5,1,2007
1200,163500,RL,8800,Northwest Ames,7,6,1966,1966,3,3,2,0,3,3,6,10,2007
1042,161000,RL,9200,Northwest Ames,6,5,1965,1965,3,3,2,0,3,3,5,5,2007
1302,158000,RL,9350,Northwest Ames,6,7,1964,1991,3,3,2,0,3,4,7,10,2007
2154,224500,RL,8800,Northwest Ames,6,7,1964,1997,3,4,2,1,5,3,8,7,2007
1374,147000,RL,11382,Northwest Ames,6,5,1964,1964,3,3,1,0,3,3,7,8,2007
1652,200000,RL,22002,Northwest Ames,6,7,1959,1991,3,4,1,1,3,4,6,7,2007
1429,181900,RL,14585,Northwest Ames,6,6,1960,1987,3,3,1,0,3,4,7,6,2007
1327,150750,RL,7388,Northwest Ames,5,6,1959,2002,3,3,1,0,3,4,7,7,2007
1224,101800,RL,9842,Northwest Ames,4,5,1962,1962,3,3,2,0,2,3,6,3,2007
932,124000,RL,8280,Northwest Ames,6,5,1950,1950,3,3,1,0,2,4,4,11,2007
908,138500,RL,12172,Northwest Ames,5,7,1940,1996,3,3,1,0,2,3,4,10,2007
334,39300,RL,5000,Brookside,1,3,1946,1950,2,2,1,0,1,2,2,1,2007
666,64500,RL,5000,Brookside,3,3,1946,1950,2,2,1,0,2,4,4,4,2007
670,64000,RL,3500,Brookside,3,5,1945,1950,3,3,1,0,2,2,4,7,2007
808,112000,RL,5175,Brookside,5,8,1958,2000,3,3,1,0,2,3,5,7,2007
1977,165000,RL,9500,Northwest Ames,6,6,1964,1978,3,3,1,1,4,3,9,6,2007
1150,144000,RL,9600,Northwest Ames,5,6,1955,1955,3,4,1,0,2,3,6,10,2007
1920,137000,RL,11345,Northwest Ames,5,5,1948,1950,3,3,2,0,4,3,10,7,2007
1376,105000,RL,9492,Northwest Ames,5,5,1941,1950,3,3,1,0,3,3,6,4,2007
1644,146500,RL,9480,Northwest Ames,5,7,1942,1995,3,3,1,1,3,4,7,6,2007
1560,126000,RL,8668,Northwest Ames,5,5,1968,1968,3,3,2,0,4,3,8,5,2007
1280,175000,RL,10050,Northwest Ames,5,6,1966,1966,3,3,2,0,3,3,6,6,2007
1254,158500,RL,9600,Northwest Ames,6,5,1961,1961,3,3,1,0,3,3,6,5,2007
912,114500,RL,10150,Northwest Ames,5,5,1958,1958,3,3,1,0,2,3,5,7,2007
1524,144000,RL,11344,Northwest Ames,5,5,1958,1958,3,3,1,1,3,3,7,7,2007
2380,129000,RL,18450,Northwest Ames,6,5,1965,1979,3,4,2,1,3,3,7,8,2007
936,141000,RL,8760,Northwest Ames,6,7,1957,1999,3,3,1,0,2,4,4,9,2007
1008,131000,RL,6860,Northwest Ames,5,6,1956,1956,3,3,1,0,3,2,6,12,2007
1053,142100,RL,8250,Northwest Ames,5,7,1963,1963,3,3,1,0,3,4,6,7,2007
1056,139000,RL,8176,Northwest Ames,5,6,1958,1992,3,3,1,0,3,3,6,8,2007
1442,157900,RL,9750,Northwest Ames,6,6,1958,1958,3,3,1,1,4,3,7,4,2007
1056,139400,RL,9250,Northwest Ames,5,7,1954,2005,3,3,1,0,3,3,6,7,2007
1244,150000,RL,11988,Northwest Ames,6,6,1957,1957,3,3,1,1,3,3,6,5,2007
1144,120000,RL,9100,Northwest Ames,5,5,1960,1960,3,3,1,0,3,3,6,6,2007
1721,174850,RL,9736,Northwest Ames,6,6,1957,1969,3,3,1,0,4,3,8,4,2007
922,116000,RL,9770,Northwest Ames,5,5,1957,1957,3,3,1,0,2,3,5,4,2007
1048,135000,RL,10152,Northwest Ames,5,5,1956,1956,3,3,1,0,3,3,6,6,2007
1657,163500,RL,12155,Northwest Ames,6,3,1970,1970,3,3,2,0,3,3,7,3,2007
1411,130000,RL,12198,Northwest Ames,5,6,1955,1975,3,3,1,0,3,3,7,6,2007
1216,129500,RL,10050,Northwest Ames,5,5,1955,1955,3,3,1,0,3,3,5,8,2007
1154,142000,RL,11556,Northwest Ames,5,9,1953,2006,3,5,1,1,3,5,6,7,2007
1560,128600,RL,8078,Northwest Ames,5,5,1958,1958,3,3,2,0,4,3,8,12,2007
948,125000,RL,10950,Northwest Ames,6,6,1952,1952,3,3,1,0,2,3,5,4,2007
1040,136000,RL,7942,Northwest Ames,6,7,1953,1953,3,3,1,0,3,3,6,6,2007
1008,134500,RL,8923,Northwest Ames,5,7,1953,2006,3,3,1,0,2,4,6,5,2007
925,127000,RL,8540,Northwest Ames,5,8,1956,2003,3,4,1,0,3,4,5,6,2007
1360,130000,RL,7134,Northwest Ames,5,5,1955,1955,3,3,1,0,3,3,6,2,2007
1540,115000,RL,7150,Northwest Ames,4,4,1955,1955,3,3,1,0,4,2,7,8,2007
925,116900,RL,8400,Northwest Ames,5,5,1955,1955,3,4,1,0,3,3,5,3,2007
928,132000,RL,13300,Northwest Ames,5,7,1956,2000,3,3,1,0,2,3,4,6,2007
1647,153000,RL,9532,Northwest Ames,4,6,1953,1953,3,3,1,0,3,3,6,2,2007
924,112500,RL,15783,Old Town,5,5,1952,1952,3,3,1,0,2,3,6,6,2007
1544,138000,RL,14190,Old Town,4,7,1890,2006,4,4,2,0,3,3,7,4,2007
893,135000,RL,9600,Northwest Ames,5,7,1949,2003,3,3,1,0,2,4,4,5,2007
1728,156000,RL,12099,Northwest Ames,5,6,1953,2004,3,3,1,0,3,3,7,6,2007
3086,301600,RL,21281,Northwest Ames,5,4,1935,2007,3,3,3,1,4,4,9,11,2007
1034,109000,RL,10134,Old Town,5,6,1940,1950,3,3,1,0,2,3,5,7,2007
882,103200,RL,5500,Old Town,4,6,1956,1956,3,3,1,0,1,3,4,4,2007
1281,128500,RL,10284,Old Town,4,7,1925,1993,3,3,2,0,1,3,6,8,2007
968,64500,RL,10800,Old Town,4,6,1927,2007,3,3,2,0,4,3,5,8,2007
1534,148000,RL,10800,Old Town,5,9,1895,1999,3,4,1,1,3,4,6,7,2007
691,86000,RL,5400,Old Town,5,6,1920,1950,3,3,1,0,2,5,4,1,2007
1651,172000,RL,10090,Northwest Ames,7,5,1963,1999,3,3,2,0,4,3,6,10,2007
888,120000,RL,8700,Northwest Ames,5,7,1961,1961,3,3,1,0,3,3,5,2,2007
952,128500,RL,8300,Northwest Ames,6,6,1968,1968,3,3,1,0,3,3,5,8,2007
2080,135000,RL,11606,Northwest Ames,5,5,1969,1969,3,3,1,2,5,2,9,9,2007
924,122900,RL,8064,Northwest Ames,5,7,1949,2006,3,4,1,0,3,3,6,7,2007
1082,119200,RL,11664,Northwest Ames,6,5,1948,1950,3,3,1,0,2,3,5,11,2007
1846,143000,RL,10496,Northwest Ames,6,6,1949,1950,3,3,2,0,3,3,7,1,2007
988,119000,RL,7200,Northwest Ames,5,7,1950,1950,3,3,1,0,3,3,6,5,2007
1238,102000,RL,7200,Northwest Ames,5,3,1950,1950,3,3,1,1,3,3,6,11,2007
864,129000,RL,7200,Northwest Ames,5,8,1950,2002,3,3,1,0,3,4,5,7,2007
1134,135000,RL,7000,Northwest Ames,5,7,1960,2002,3,3,1,0,2,3,6,4,2007
1040,152000,RL,7500,Northwest Ames,5,7,1959,2003,3,3,1,0,3,4,6,7,2007
1170,140000,RL,7315,Northwest Ames,5,6,1958,1958,3,3,1,0,3,3,6,3,2007
1242,152000,RL,7903,Northwest Ames,5,5,1960,1960,3,3,1,1,3,3,6,5,2007
1377,156500,RL,8000,Northwest Ames,5,5,1960,1960,3,3,1,0,3,3,6,11,2007
1800,141000,RL,8000,Northwest Ames,5,4,1961,1961,3,3,2,0,6,3,10,7,2007
925,99000,RL,7000,Northwest Ames,5,6,1961,1961,3,3,1,0,3,3,7,7,2007
1851,187000,RL,9760,Northwest Ames,6,8,1964,1993,3,3,2,1,3,4,7,7,2007
1812,169500,RL,7590,Northwest Ames,5,5,1962,1962,3,3,2,0,4,3,8,7,2007
864,125500,RL,6600,Northwest Ames,5,5,1962,1962,3,3,1,0,2,3,5,12,2007
936,130000,RL,6760,Northwest Ames,5,5,1962,1962,3,3,1,0,3,3,6,10,2007
960,103000,RM,6978,Old Town,5,7,1926,1980,4,4,1,0,2,3,5,4,2007
1432,132000,RM,9600,Old Town,5,7,1910,2002,3,4,2,0,2,3,7,5,2007
1296,127500,RM,6000,Old Town,6,6,1927,1950,3,3,1,0,3,3,6,7,2007
1022,89500,RM,4480,Old Town,5,5,1922,1950,3,3,1,0,2,2,4,2,2007
936,140000,RM,7200,Old Town,5,5,1980,1980,3,3,1,0,2,3,4,8,2007
967,99900,RM,3153,Old Town,5,6,1920,1990,3,3,1,0,2,3,5,7,2007
1047,100000,RM,10800,Old Town,4,7,1885,1995,3,3,1,0,2,3,6,8,2007
1072,130000,RM,7200,Old Town,5,8,1940,1950,3,3,1,0,2,3,5,5,2007
1174,135000,RM,9000,Old Town,5,8,1900,2006,3,3,1,0,2,4,6,6,2007
1183,120000,RM,6000,Old Town,3,7,1948,2002,3,4,1,1,2,3,6,6,2007
1131,89471,RM,5925,Old Town,4,7,1937,2000,3,3,1,0,2,3,7,3,2007
1141,85000,RM,5925,Old Town,4,6,1900,1950,3,3,1,0,3,3,6,5,2007
960,108500,RM,6000,Old Town,4,4,1920,1950,3,3,1,0,2,2,5,7,2007
1798,137000,RM,9639,Old Town,4,8,1900,1950,3,3,2,1,4,3,7,5,2007
866,110500,RM,3880,Old Town,5,9,1945,1997,3,4,1,0,2,4,4,8,2007
968,100000,RM,8520,Old Town,5,6,1923,2006,4,3,1,0,2,3,5,7,2007
1772,184900,RM,10337,Old Town,8,9,1910,1999,4,4,2,1,3,4,7,5,2007
1642,145000,RM,9863,Old Town,6,6,1927,1950,3,3,1,1,4,3,9,3,2007
1472,125000,RM,9600,Old Town,5,8,1925,1994,3,3,1,0,3,4,6,7,2007
1232,114000,RM,4571,Old Town,5,7,1910,1950,3,3,1,0,3,3,6,6,2007
2337,90000,RM,13600,Old Town,5,5,1900,1950,3,3,2,0,5,3,10,9,2007
1650,144100,RM,8398,Old Town,6,8,1910,1990,3,3,2,0,3,3,6,11,2007
2210,117500,RM,9900,Old Town,6,4,1880,1950,3,3,2,0,5,2,8,5,2007
1358,124500,RM,3600,Old Town,5,7,1930,2005,3,4,1,1,3,4,6,7,2007
2454,185000,RM,13500,Old Town,7,8,1879,1987,3,4,2,0,3,3,8,2,2007
1616,152000,RM,5400,Old Town,6,7,1926,2004,3,4,2,0,3,4,5,10,2007
1559,153500,RM,8100,Old Town,5,6,1948,1973,3,3,1,0,2,3,5,6,2007
2554,159500,RM,10800,Old Town,7,8,1890,1998,3,4,1,1,3,3,8,7,2007
1248,87000,RM,9439,Old Town,5,5,1930,1950,3,3,1,0,2,3,6,3,2007
968,104500,RM,8626,Old Town,4,6,1956,1956,3,3,1,0,2,3,5,5,2007
1382,110000,RM,11800,Old Town,4,7,1949,2002,3,3,2,0,1,3,6,5,2007
1060,136500,RL,6854,Brookside,5,7,1925,1994,3,4,1,0,1,3,6,8,2007
1435,128250,RM,8674,Brookside,5,6,1950,1950,3,3,1,0,3,3,6,3,2007
1167,144000,RL,8731,Brookside,5,5,1920,1950,3,2,1,0,3,3,6,5,2007
1635,210000,RL,8737,Brookside,6,7,1923,1950,3,3,1,1,3,3,6,5,2007
1274,135000,RM,6125,Brookside,5,7,1939,1998,3,4,2,0,3,3,6,3,2007
1232,128000,RM,6000,Brookside,6,6,1939,1950,3,3,1,1,3,3,6,2,2007
1218,131000,RM,6000,Brookside,6,6,1941,1950,3,4,1,0,3,3,6,3,2007
884,113000,RM,6120,Brookside,5,7,1939,1950,4,3,1,0,2,3,5,7,2007
1409,126000,RM,6240,Brookside,6,5,1938,1950,3,3,1,1,3,3,6,3,2007
1322,132000,RM,6240,Brookside,5,8,1939,1952,3,4,1,0,4,3,7,7,2007
1426,131750,RM,6240,Brookside,5,7,1930,1992,3,3,1,0,3,3,6,7,2007
1281,132500,RM,6120,Brookside,5,6,1926,1950,3,3,1,0,2,4,6,8,2007
1513,137500,RM,6120,Brookside,5,8,1920,2004,3,3,1,1,4,3,8,5,2007
854,132000,RM,6120,Brookside,7,8,1929,2001,3,3,1,0,2,3,5,7,2007
1367,127500,RM,6240,Brookside,6,6,1931,1950,3,3,1,0,3,3,6,11,2007
986,102000,RM,6180,Brookside,6,5,1926,1950,3,3,1,0,2,3,5,5,2007
2264,200000,RM,7755,Old Town,6,8,1918,1995,3,4,2,1,4,3,8,5,2007
1824,180500,RL,13515,Brookside,6,6,1919,1950,3,3,1,0,3,3,8,7,2007
1376,165000,RL,8850,Brookside,6,7,1920,1950,3,4,1,0,3,4,7,2,2007
1316,90000,RL,8550,Brookside,5,5,1926,1950,3,3,1,0,4,3,7,10,2007
1396,153575,RL,8730,Brookside,6,7,1915,2003,3,3,1,0,3,3,7,7,2007
1344,140000,RM,5700,Old Town,7,6,1929,1990,3,3,1,1,3,4,6,9,2007
2526,136000,RM,8520,Old Town,6,7,1916,1950,3,4,2,0,5,4,10,8,2007
1173,113000,RM,5680,Old Town,5,4,1901,1950,3,3,2,0,3,3,7,9,2007
1214,117000,RM,5680,Old Town,5,3,1901,1950,3,3,1,0,2,3,6,9,2007
1818,169500,RM,7758,Iowa DOT and Rail Road,7,4,1931,1950,3,2,1,1,4,3,7,6,2007
1108,139400,RM,7449,Iowa DOT and Rail Road,7,7,1930,1950,3,3,1,0,3,4,6,6,2007
2294,202500,RM,13200,Iowa DOT and Rail Road,6,6,1963,1963,3,3,3,0,5,3,9,4,2007
1355,127000,RM,6882,Iowa DOT and Rail Road,6,7,1914,2006,3,3,1,1,3,4,7,3,2007
1375,141000,RM,9000,Iowa DOT and Rail Road,6,6,1937,1950,3,4,1,1,3,4,6,12,2007
1952,212300,RM,9780,Iowa DOT and Rail Road,7,9,1950,2005,3,5,1,1,4,4,8,4,2007
2180,161000,RM,10320,Iowa DOT and Rail Road,6,5,1915,1950,3,3,1,1,3,3,7,5,2007
1315,99500,RM,4330,Iowa DOT and Rail Road,4,6,1958,1958,3,3,2,0,3,3,5,2,2007
1111,101000,RM,7200,Iowa DOT and Rail Road,5,7,1920,1996,3,3,1,0,3,2,6,3,2007
1196,109900,RM,4800,Iowa DOT and Rail Road,4,7,1916,1990,3,3,1,0,2,3,5,7,2007
1382,128500,RM,12358,Old Town,5,6,1941,1950,3,3,1,1,2,3,7,5,2007
1889,122000,RM,10120,Old Town,7,4,1910,1950,2,3,1,1,4,3,9,1,2007
840,87000,RM,4388,Old Town,5,7,1930,1950,3,4,1,0,3,3,5,6,2007
1484,50000,RM,10320,Iowa DOT and Rail Road,4,1,1910,1950,2,2,2,0,3,3,6,9,2007
2267,219000,RL,12888,Sawyer,7,8,1937,1980,3,4,1,1,3,3,7,4,2007
3086,200500,RL,18030,Clear Creek,5,6,1946,1994,3,3,3,0,3,5,12,3,2007
1134,126000,RL,8160,Edwards,5,6,1940,1950,3,3,1,1,3,3,7,4,2007
1282,108500,RL,4484,South & West of Iowa State University,5,6,1942,1979,3,3,1,0,2,3,4,7,2007
999,130000,RL,11235,Sawyer,5,5,1963,1963,3,3,1,0,3,3,6,3,2007
1452,158450,RL,11235,Sawyer,5,5,1964,1980,3,3,1,0,2,3,6,11,2007
1005,115400,RL,14299,Sawyer,4,3,1964,1964,3,3,1,0,3,3,5,7,2007
1029,118500,RL,7943,Sawyer,4,5,1961,1961,3,2,1,0,3,3,5,4,2007
1020,165000,RL,14149,Sawyer,5,8,1964,2001,4,4,2,0,3,3,5,5,2007
1040,123000,RL,11677,Sawyer,5,4,1966,1966,3,3,1,0,3,3,6,2,2007
913,129000,RL,8400,Sawyer,6,5,1966,1966,3,3,1,0,3,3,6,5,2007
894,125000,RL,7094,Sawyer,5,5,1966,1966,3,3,1,0,3,3,5,5,2007
948,108000,RL,8978,Sawyer,5,5,1968,1968,3,3,1,0,3,3,6,5,2007
868,119900,RL,8425,Sawyer,5,6,1971,1990,3,3,1,0,2,3,6,5,2007
897,115000,RL,8665,Sawyer,5,5,1968,1968,3,3,1,0,3,3,5,1,2007
943,134500,RL,8398,Sawyer,5,5,1967,1967,3,4,1,0,2,3,5,6,2007
955,127000,RL,7742,Sawyer,5,7,1966,1966,3,3,1,0,3,3,6,1,2007
894,129000,RL,8724,Sawyer,5,5,1968,1968,3,3,1,0,3,3,5,5,2007
1285,143500,RL,8197,Sawyer,6,5,1977,1977,3,3,1,1,3,3,7,4,2007
912,129000,RL,8169,Sawyer,5,7,1966,1966,3,4,1,0,3,4,6,7,2007
1375,187000,RL,14175,Sawyer,5,5,1956,1998,3,3,1,0,3,3,6,12,2007
2654,158000,RL,16779,Sawyer,5,4,1920,1996,3,2,3,0,4,3,11,5,2007
1416,112000,RL,25339,Sawyer,5,7,1918,2007,3,4,2,0,3,4,7,8,2007
1302,165250,RL,6960,Sawyer,7,8,1940,1998,3,3,1,1,2,4,6,7,2007
1299,150000,RL,11375,Sawyer,6,5,1954,1995,3,3,1,0,3,4,6,10,2007
1176,137000,RL,13770,Sawyer,5,6,1958,1998,3,3,1,0,3,3,6,10,2007
998,89500,RL,9000,Sawyer,4,7,1945,1950,2,3,1,0,3,3,5,5,2007
1824,302000,RL,115149,Clear Creek,7,5,1971,2002,3,3,2,0,2,4,5,6,2007
1522,182000,RL,11075,Clear Creek,6,5,1984,1984,3,3,2,0,3,3,7,2,2007
2060,211000,RL,10029,Clear Creek,6,5,1988,1989,4,3,2,1,4,3,8,9,2007
1325,216000,RL,17541,Edwards,5,7,1948,2005,3,4,2,0,3,4,6,7,2007
1630,130000,RL,22692,Edwards,5,5,1953,1953,3,3,2,0,3,3,6,3,2007
1242,109900,RL,17808,Edwards,4,5,1946,1950,3,3,1,0,2,3,4,7,2007
2422,255000,RL,12671,Clear Creek,6,7,1954,1994,3,4,3,0,4,4,6,7,2007
2158,243000,RL,12615,Edwards,6,7,1950,2001,3,3,2,0,4,4,7,6,2007
1626,154000,RL,10512,Edwards,6,6,1954,1954,3,3,1,1,3,4,6,5,2007
864,118000,RL,5400,South & West of Iowa State University,5,5,1958,1958,3,3,1,0,3,3,6,5,2007
943,80000,RL,11515,Edwards,4,5,1958,1994,3,3,1,0,3,4,5,8,2007
1440,150000,RL,7711,Edwards,4,3,1977,1977,3,3,2,0,4,3,8,8,2007
605,86000,RL,9098,Edwards,4,7,1920,2002,3,3,1,0,2,3,5,7,2007
1038,130000,RL,3869,Edwards,5,6,1984,1984,4,5,2,0,2,3,5,7,2007
1342,125000,RL,9280,Edwards,5,6,1951,1951,3,3,1,0,4,3,7,4,2007
1480,136500,RL,11100,Edwards,5,6,1951,1994,3,3,1,0,4,3,7,7,2007
1362,96000,RL,7550,Edwards,4,5,1920,1950,2,2,2,0,4,3,7,3,2007
1340,120000,RL,9060,Edwards,5,6,1957,2006,3,3,1,0,3,3,7,6,2007
1822,228500,RL,23920,Sawyer West,6,5,1984,1984,3,3,2,0,4,4,7,4,2007
1442,179900,RL,10357,Sawyer West,7,5,1990,1991,4,3,2,0,3,4,6,5,2007
2243,225000,RL,13474,Sawyer West,7,5,1990,1991,4,3,2,1,4,4,8,6,2007
2730,301000,RL,10380,Sawyer West,7,5,1986,1987,4,3,2,1,4,4,8,8,2007
2127,238000,RL,13125,Sawyer West,7,5,1991,1991,4,3,2,1,4,4,8,11,2007
1982,228500,RL,11287,Sawyer West,7,6,1989,1989,4,3,2,1,3,4,7,1,2007
1958,220000,RL,9317,Sawyer West,7,5,1994,2001,4,4,2,1,3,4,7,7,2007
2696,383970,RL,9965,College Creek,7,5,2007,2007,4,3,2,1,4,5,10,10,2007
2828,424870,RL,9965,College Creek,8,5,2006,2007,4,3,3,0,4,4,11,4,2007
1651,250000,RL,9178,College Creek,8,5,2007,2007,4,3,2,0,3,4,7,9,2007
2140,360000,RL,10481,College Creek,8,5,2006,2007,4,3,2,1,3,4,8,6,2007
1494,279500,RL,10652,College Creek,7,5,2006,2007,4,3,2,0,3,4,7,8,2007
1316,200141,RL,11175,College Creek,7,5,2007,2007,4,3,2,0,3,4,6,10,2007
1651,246500,RL,10235,College Creek,8,5,2007,2007,4,3,2,0,3,4,7,9,2007
2574,276000,RL,9588,College Creek,8,5,2007,2007,4,3,2,1,3,5,10,11,2007
1274,203000,RL,8814,College Creek,7,5,2005,2007,4,3,2,0,3,4,6,1,2007
1456,155835,RL,11103,College Creek,7,5,2006,2006,4,3,2,1,3,4,8,7,2007
1240,194000,RL,8556,College Creek,7,5,2006,2006,4,3,2,0,2,4,5,5,2007
